,fold_num,target_score,steps,fit_time,predict_time,accuracy,adjusted_balanced_accuracy,f1_weighted,geometric_mean,roc_auc_ovo,roc_auc_ovr,roc_auc_ovo_weighted,roc_auc_ovr_weighted
0,0,accuracy,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",2.6205074787139893,0.051102399826049805,0.6640729212983548,0.3137442244541164,0.6307491297626319,0.46340446451214656,0.7547111874846123,0.7515626528008892,0.7496967728677393,0.7392610433745682
1,0,balanced_accuracy,"[('select_before', SelectKBest(k=5)), ('clf', GaussianNB())]",2.0965914726257324,0.011008739471435547,0.6579220394249296,0.3545208026066937,0.6383051660158795,0.5158159909008768,0.7743654308576398,0.7651477824227625,0.7637239714647357,0.7470493468339597
2,0,f1_weighted,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",2.6205074787139893,0.051102399826049805,0.6640729212983548,0.3137442244541164,0.6307491297626319,0.46340446451214656,0.7547111874846123,0.7515626528008892,0.7496967728677393,0.7392610433745682
3,0,geometric_mean,"[('select_before', SelectKBest(k=5)), ('clf', GaussianNB())]",2.0965914726257324,0.011008739471435547,0.6579220394249296,0.3545208026066937,0.6383051660158795,0.5158159909008768,0.7743654308576398,0.7651477824227625,0.7637239714647357,0.7470493468339597
4,0,roc_auc_ovo,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",2.4600424766540527,0.07172250747680664,0.6640729212983548,0.3137442244541164,0.6307491297626319,0.46340446451214656,0.7547111874846123,0.7515626528008892,0.7496967728677393,0.7392610433745682
5,0,roc_auc_ovr,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",2.6205074787139893,0.051102399826049805,0.6640729212983548,0.3137442244541164,0.6307491297626319,0.46340446451214656,0.7547111874846123,0.7515626528008892,0.7496967728677393,0.7392610433745682
6,0,roc_auc_ovo_weighted,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",2.6205074787139893,0.051102399826049805,0.6640729212983548,0.3137442244541164,0.6307491297626319,0.46340446451214656,0.7547111874846123,0.7515626528008892,0.7496967728677393,0.7392610433745682
7,0,roc_auc_ovr_weighted,"[('select_before', SelectKBest(k=4)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",2.6205074787139893,0.051102399826049805,0.6640729212983548,0.3137442244541164,0.6307491297626319,0.46340446451214656,0.7547111874846123,0.7515626528008892,0.7496967728677393,0.7392610433745682
0,1,accuracy,"[('select_before', SelectKBest(k=3)), ('clf', CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',
                       n_jobs=-1))]",2.5392203330993652,0.04499673843383789,0.6506421381464769,0.31771971571096286,0.6331922947284004,0.5070798446249226,0.7645134586909915,0.7606637894066367,0.7574711556600369,0.7462093029442713
1,1,balanced_accuracy,"[('select_before', SelectKBest(k=5)), ('clf', BaggingClassifier(base_estimator=GaussianNB(), n_jobs=-1, random_state=2022,
                  verbose=1))]",2.3154408931732178,0.04598283767700195,0.642485248177716,0.36218785634552847,0.6362749973638462,0.5540339076593819,0.7921621592517131,0.7800521598813114,0.7774905961416828,0.7571959148558212
